show_id,movie_id,theater_id,screen_id,show_date,start_time,price_per_ticket,available_seats,,
SH_1905,MV_3166,TH_428,SC_69,2024-07-12,10:30:00,264.4,134,,
SH_1906,MV_1986,TH_178,SC_16,2023-11-07,18:30:00,204.51,83,,
SH_1907,MV_3038,TH_99,SC_347,2024-12-13,20:30:00,206.89,142,,
SH_1908,MV_9192,TH_263,SC_550,2023-08-10,14:15:00,210.59,170,,
SH_1909,MV_1560,TH_164,SC_549,2024-05-30,11:30:00,196,123,,
SH_1910,MV_1872,TH_51,SC_491,2025-03-14,14:15:00,152.55,98,,
SH_1911,MV_449,TH_324,SC_766,2024-12-10,21:30:00,434.35,80,,
SH_1912,MV_6853,TH_178,SC_285,2025-12-04,10:15:00,200.23,71,,
SH_1913,MV_8888,TH_38,SC_389,2025-03-17,18:00:00,217.33,142,,
SH_1914,MV_6452,TH_269,SC_478,2024-12-26,16:15:00,199.22,118,,
SH_1915,MV_6932,TH_332,SC_649,2025-05-20,17:30:00,410.53,117,,
SH_1916,MV_1113,TH_297,SC_567,2023-08-03,21:45:00,162.08,191,,
SH_1917,MV_2831,TH_280,SC_348,2023-11-24,12:45:00,434.03,82,,
SH_1918,MV_4897,TH_181,SC_368,2023-06-15,14:30:00,319.36,87,,
SH_1919,MV_5243,TH_262,SC_838,2025-05-13,18:15:00,252.92,123,,
SH_1920,MV_9852,TH_69,SC_285,2024-05-16,15:00:00,465.09,183,,
SH_1921,MV_5256,TH_434,SC_728,2025-08-06,10:30:00,210.19,142,,
SH_1922,MV_7403,TH_45,SC_757,2024-05-27,16:00:00,475.4,85,,
SH_1923,MV_5063,TH_221,SC_417,2023-04-17,13:00:00,240.31,186,,
SH_1924,MV_1403,TH_29,SC_528,2023-02-26,13:30:00,304.09,126,,
SH_1925,MV_77,TH_230,SC_48,2024-10-17,18:15:00,210.83,175,,
SH_1926,MV_3022,TH_335,SC_422,2024-12-13,13:15:00,268.18,52,,
SH_1927,MV_9595,TH_194,SC_293,2023-07-25,17:45:00,355.24,79,,
SH_1928,MV_1154,TH_293,SC_584,2025-03-12,16:00:00,160.2,80,,
SH_1929,MV_1936,TH_54,SC_371,2023-02-28,20:45:00,314.96,137,,
SH_1930,MV_8522,TH_195,SC_204,2023-01-24,22:00:00,154.22,74,,
SH_1931,MV_7004,TH_344,SC_543,2025-12-27,17:45:00,479.72,140,,
SH_1932,MV_2014,TH_264,SC_440,2025-11-03,16:00:00,477.76,166,,
SH_1933,MV_9654,TH_337,SC_236,2023-06-05,15:30:00,357.37,59,,
SH_1934,MV_5666,TH_257,SC_959,2025-02-14,15:15:00,407.99,126,,
SH_1935,MV_7833,TH_109,SC_156,2023-12-31,22:15:00,152.47,144,,
SH_1936,MV_4609,TH_271,SC_785,2025-10-06,20:00:00,347.47,53,,
SH_1937,MV_3845,TH_19,SC_765,2025-01-27,20:00:00,163.06,187,,
SH_1938,MV_8647,TH_368,SC_669,2025-04-12,10:30:00,273.77,93,,
SH_1939,MV_9514,TH_360,SC_14,2025-12-30,13:00:00,496.03,125,,
SH_1940,MV_310,TH_46,SC_507,2024-03-29,18:00:00,237.49,106,,
SH_1941,MV_2139,TH_296,SC_849,2025-05-12,18:45:00,218.76,197,,
SH_1942,MV_7719,TH_15,SC_327,2023-01-13,12:00:00,340.97,167,,
SH_1943,MV_3550,TH_119,SC_218,2023-08-02,21:30:00,393.23,63,,
SH_1944,MV_3125,TH_339,SC_564,2023-10-01,16:00:00,231.92,100,,
SH_1945,MV_2764,TH_72,SC_593,2025-01-24,16:30:00,490.28,194,,
SH_1946,MV_7945,TH_208,SC_365,2025-05-31,12:45:00,482.37,141,,
SH_1947,MV_2051,TH_370,SC_224,2025-09-05,14:30:00,256.62,93,,
SH_1948,MV_726,TH_159,SC_96,2024-01-20,19:45:00,222.07,160,,
SH_1949,MV_2005,TH_449,SC_75,2025-06-02,19:30:00,328.86,198,,
SH_1950,MV_5010,TH_40,SC_518,2025-05-11,10:00:00,421.35,138,,
SH_1951,MV_7580,TH_379,SC_430,2024-11-08,11:00:00,263.2,86,,
SH_1952,MV_4498,TH_431,SC_320,2024-02-14,11:30:00,350.55,103,,
SH_1953,MV_2637,TH_81,SC_140,2025-09-21,21:15:00,313.89,175,,
SH_1954,MV_7936,TH_366,SC_980,2024-05-24,12:00:00,499.42,74,,
SH_1955,MV_3371,TH_119,SC_408,2025-03-08,20:15:00,300.72,151,,
SH_1956,MV_2847,TH_239,SC_528,2024-09-27,16:45:00,488.66,155,,
SH_1957,MV_6172,TH_19,SC_739,2024-04-17,18:45:00,278.12,80,,
SH_1958,MV_3974,TH_121,SC_740,2023-03-06,12:30:00,166.24,158,,
SH_1959,MV_7791,TH_98,SC_459,2025-09-17,19:15:00,429.23,71,,
SH_1960,MV_5198,TH_208,SC_566,2025-08-03,11:45:00,219.46,84,,
SH_1961,MV_8132,TH_324,SC_760,2023-05-12,10:15:00,403.85,128,,
SH_1962,MV_8100,TH_68,SC_939,2025-06-18,17:15:00,326.4,60,,
SH_1963,MV_6769,TH_101,SC_188,2024-11-22,15:45:00,494.29,179,,
SH_1964,MV_1480,TH_211,SC_967,2023-01-16,15:45:00,205.31,167,,
SH_1965,MV_7975,TH_206,SC_327,2023-10-31,16:45:00,314.79,142,,
SH_1966,MV_1225,TH_436,SC_766,2025-09-15,17:15:00,363.95,54,,
SH_1967,MV_7992,TH_118,SC_710,2025-12-05,16:45:00,213.8,199,,
SH_1968,MV_7607,TH_258,SC_679,2025-10-31,15:15:00,243.64,73,,
SH_1969,MV_7917,TH_97,SC_766,2024-11-14,16:45:00,342.98,103,,
SH_1970,MV_2267,TH_134,SC_267,2024-07-23,17:15:00,435.71,160,,
SH_1971,MV_7490,TH_110,SC_687,2023-04-27,18:15:00,373.96,86,,
SH_1972,MV_5657,TH_372,SC_38,2025-12-19,22:30:00,151.25,111,,
SH_1973,MV_5360,TH_243,SC_943,2023-08-07,19:30:00,287.39,98,,
SH_1974,MV_5661,TH_385,SC_613,2024-12-09,18:45:00,242.18,143,,
SH_1975,MV_5287,TH_63,SC_89,2024-04-10,19:15:00,392.53,113,,
SH_1976,MV_4917,TH_125,SC_124,2025-02-21,21:30:00,207.4,114,,
SH_1977,MV_7128,TH_461,SC_366,2023-09-25,18:00:00,232.81,61,,
SH_1978,MV_5843,TH_78,SC_951,2024-10-14,14:00:00,220.7,84,,
SH_1979,MV_3605,TH_115,SC_839,2024-08-23,14:15:00,382.44,77,,
SH_1980,MV_6437,TH_452,SC_702,2024-03-12,17:00:00,206.55,163,,
SH_1981,MV_9257,TH_74,SC_797,2023-01-06,11:30:00,274.12,83,,
SH_1982,MV_5321,TH_257,SC_629,2023-09-07,22:45:00,195.58,192,,
SH_1983,MV_62,TH_468,SC_116,2024-01-09,14:30:00,196.87,84,,
SH_1984,MV_1020,TH_341,SC_212,2024-08-30,18:00:00,396.56,65,,
SH_1985,MV_1286,TH_205,SC_199,2023-11-26,17:00:00,349.87,125,,
SH_1986,MV_6072,TH_302,SC_605,2023-04-06,22:00:00,226.25,121,,
SH_1987,MV_121,TH_368,SC_562,2023-08-21,14:15:00,273.87,113,,
SH_1988,MV_3997,TH_7,SC_202,2023-01-19,13:00:00,431.21,142,,
SH_1989,MV_824,TH_436,SC_185,2025-12-30,20:00:00,261,189,,
SH_1990,MV_8494,TH_294,SC_888,2023-10-24,14:00:00,478.59,179,,
SH_1991,MV_3870,TH_151,SC_51,2024-03-12,18:15:00,197.2,170,,
SH_1992,MV_3371,TH_357,SC_937,2024-07-08,17:00:00,307.82,74,,
SH_1993,MV_4984,TH_315,SC_321,2023-11-02,20:45:00,293.49,88,,
SH_1994,MV_5382,TH_191,SC_212,2023-05-19,21:00:00,240.74,126,,
SH_1995,MV_2250,TH_313,SC_983,2023-04-21,16:45:00,391.66,170,,
SH_1996,MV_3611,TH_26,SC_258,2025-11-19,11:00:00,330.48,94,,
SH_1997,MV_5967,TH_283,SC_148,2023-11-01,15:00:00,355.81,165,,
SH_1998,MV_3094,TH_351,SC_339,2025-08-30,22:45:00,437.36,124,,
SH_1999,MV_8572,TH_434,SC_955,2025-10-06,11:30:00,404.48,121,,
SH_2000,MV_7282,TH_471,SC_114,2024-09-02,19:15:00,256.74,91,,
SH_2001,MV_9204,TH_328,SC_583,2025-04-09,19:45:00,278.79,99,,
SH_2002,MV_2567,TH_307,SC_281,2025-08-21,17:00:00,275.01,50,,
SH_2003,MV_1420,TH_188,SC_413,2024-01-01,14:30:00,307.7,77,,
SH_2004,MV_9960,TH_85,SC_456,2024-04-09,16:45:00,222.55,98,,
SH_2005,MV_9177,TH_407,SC_735,2023-11-30,11:15:00,442.85,161,,
SH_2006,MV_4376,TH_304,SC_874,2024-04-22,20:00:00,351.85,69,,
SH_2007,MV_5269,TH_373,SC_368,2023-03-03,12:15:00,365.78,104,,
SH_2008,MV_1965,TH_306,SC_467,2024-11-09,14:00:00,207.57,64,,
SH_2009,MV_9323,TH_446,SC_776,2023-08-30,12:30:00,390.9,113,,
SH_2010,MV_5499,TH_319,SC_531,2023-12-23,20:00:00,429.94,132,,
SH_2011,MV_2339,TH_118,SC_657,2023-05-15,14:30:00,357.88,182,,
SH_2012,MV_7060,TH_193,SC_224,2024-05-15,21:30:00,329.01,158,,
SH_2013,MV_8404,TH_187,SC_269,2025-06-20,21:30:00,232.61,126,,
SH_2014,MV_9331,TH_370,SC_848,2024-07-01,13:30:00,331.86,196,,
SH_2015,MV_6779,TH_207,SC_891,2025-07-08,12:00:00,252.03,108,,
SH_2016,MV_707,TH_223,SC_655,2024-07-07,17:45:00,344.37,191,,
SH_2017,MV_1132,TH_452,SC_282,2024-11-08,11:15:00,202.68,149,,
SH_2018,MV_8813,TH_203,SC_725,2023-03-12,12:45:00,429.91,199,,
SH_2019,MV_9084,TH_263,SC_399,2023-03-09,13:45:00,415.29,176,,
SH_2020,MV_4292,TH_88,SC_555,2024-02-04,14:00:00,494.21,154,,
SH_2021,MV_8529,TH_410,SC_468,2024-12-04,10:45:00,164.36,56,,
SH_2022,MV_7368,TH_493,SC_655,2024-04-08,11:30:00,226.55,162,,
SH_2023,MV_6996,TH_94,SC_67,2023-01-24,17:00:00,428.45,185,,
SH_2024,MV_1980,TH_496,SC_435,2023-05-18,15:30:00,274.13,100,,
SH_2025,MV_4916,TH_481,SC_344,2023-03-10,14:15:00,475.38,117,,
SH_2026,MV_2696,TH_246,SC_94,2023-05-11,14:15:00,408.18,79,,
SH_2027,MV_2101,TH_480,SC_970,2025-09-26,17:30:00,226.85,94,,
SH_2028,MV_4725,TH_481,SC_587,2023-05-13,18:15:00,156.49,176,,
SH_2029,MV_4283,TH_150,SC_857,2024-01-02,20:15:00,431.34,162,,
SH_2030,MV_8586,TH_67,SC_862,2023-08-20,12:45:00,257.25,72,,
SH_2031,MV_1628,TH_241,SC_63,2025-05-12,12:15:00,366.28,185,,
SH_2032,MV_7334,TH_431,SC_860,2024-05-09,14:15:00,476.73,116,,
SH_2033,MV_4149,TH_147,SC_156,2025-09-23,17:00:00,243.37,119,,
SH_2034,MV_6211,TH_488,SC_509,2023-07-19,15:45:00,454.48,185,,
SH_2035,MV_6150,TH_476,SC_469,2023-10-11,21:00:00,225.54,139,,
SH_2036,MV_2751,TH_327,SC_919,2025-06-28,14:15:00,419.38,145,,
SH_2037,MV_3212,TH_500,SC_387,2025-03-20,14:45:00,220.12,128,,
SH_2038,MV_4903,TH_194,SC_152,2025-12-05,22:45:00,273.37,92,,
SH_2039,MV_9066,TH_308,SC_750,2023-09-14,17:30:00,463.65,122,,
SH_2040,MV_133,TH_346,SC_806,2024-12-24,11:30:00,476.67,127,,
SH_2041,MV_1217,TH_99,SC_183,2023-09-14,18:30:00,465.83,186,,
SH_2042,MV_7556,TH_86,SC_150,2023-12-06,19:00:00,300.75,139,,
SH_2043,MV_7009,TH_155,SC_159,2025-07-22,16:00:00,329.72,138,,
SH_2044,MV_105,TH_125,SC_673,2023-05-11,19:00:00,223.2,58,,
SH_2045,MV_6648,TH_393,SC_11,2023-06-30,12:30:00,176.21,76,,
SH_2046,MV_1865,TH_225,SC_737,2025-02-12,15:45:00,349.98,103,,
SH_2047,MV_850,TH_152,SC_157,2023-04-18,11:45:00,348.58,172,,
SH_2048,MV_5779,TH_400,SC_715,2023-08-09,15:45:00,460.53,129,,
SH_2049,MV_9006,TH_382,SC_137,2025-07-11,15:45:00,470.3,65,,
SH_2050,MV_7187,TH_115,SC_524,2024-12-23,11:30:00,168.54,119,,
SH_2051,MV_3808,TH_4,SC_2,2023-10-30,12:30:00,276.03,83,,
SH_2052,MV_2135,TH_36,SC_483,2023-01-09,18:45:00,402.53,199,,
SH_2053,MV_3724,TH_393,SC_256,2024-07-07,12:00:00,326.65,105,,
SH_2054,MV_8441,TH_93,SC_146,2023-06-27,21:15:00,468.94,91,,
SH_2055,MV_9971,TH_485,SC_14,2024-03-30,16:15:00,166.89,140,,
SH_2056,MV_3243,TH_234,SC_380,2024-07-01,16:00:00,451.62,142,,
SH_2057,MV_808,TH_155,SC_798,2024-08-11,16:00:00,460.08,115,,
SH_2058,MV_8396,TH_440,SC_505,2024-12-11,17:30:00,378.9,141,,
SH_2059,MV_1989,TH_427,SC_999,2023-06-22,22:15:00,446.04,59,,
SH_2060,MV_8783,TH_107,SC_727,2025-12-18,16:00:00,227.26,87,,
SH_2061,MV_9491,TH_54,SC_290,2023-08-13,12:00:00,274.7,124,,
SH_2062,MV_6871,TH_2,SC_8,2024-02-21,21:30:00,392.97,81,,
SH_2063,MV_9194,TH_489,SC_290,2023-08-16,20:45:00,421.3,77,,
SH_2064,MV_2594,TH_92,SC_161,2024-01-11,12:45:00,461.27,136,,
SH_2065,MV_9997,TH_387,SC_494,2024-08-13,10:15:00,271.73,174,,
SH_2066,MV_8818,TH_169,SC_689,2024-07-31,16:30:00,484.31,138,,
SH_2067,MV_994,TH_205,SC_360,2025-04-27,18:45:00,283.32,108,,
SH_2068,MV_6170,TH_92,SC_275,2024-03-12,14:45:00,164.21,196,,
SH_2069,MV_6362,TH_311,SC_697,2023-01-17,19:45:00,377.13,82,,
SH_2070,MV_3859,TH_113,SC_787,2023-05-12,12:00:00,250.27,97,,
SH_2071,MV_5511,TH_323,SC_761,2025-03-30,17:00:00,283.16,92,,
SH_2072,MV_4360,TH_23,SC_186,2023-10-23,19:15:00,193.63,169,,
SH_2073,MV_8110,TH_218,SC_419,2025-01-26,19:45:00,202.87,102,,
SH_2074,MV_9277,TH_424,SC_746,2024-10-07,17:30:00,151.68,106,,
SH_2075,MV_2721,TH_98,SC_43,2023-09-05,22:30:00,285.19,162,,
SH_2076,MV_9158,TH_48,SC_549,2023-04-06,14:15:00,386.98,92,,
SH_2077,MV_13,TH_389,SC_29,2024-06-01,11:30:00,179.39,152,,
SH_2078,MV_7254,TH_167,SC_123,2023-05-24,20:45:00,323.29,151,,
SH_2079,MV_4713,TH_208,SC_647,2025-08-11,17:30:00,266.06,132,,
SH_2080,MV_5116,TH_19,SC_153,2025-04-28,17:00:00,244.16,85,,
SH_2081,MV_6659,TH_379,SC_457,2023-05-07,16:15:00,341.41,126,,
SH_2082,MV_982,TH_446,SC_196,2023-08-31,16:15:00,273.74,127,,
SH_2083,MV_5918,TH_243,SC_733,2023-07-04,14:30:00,292.68,105,,
SH_2084,MV_8192,TH_318,SC_453,2025-11-12,12:00:00,475.2,62,,
SH_2085,MV_7432,TH_205,SC_567,2025-06-06,22:45:00,474.12,65,,
SH_2086,MV_8550,TH_423,SC_319,2025-05-03,17:45:00,458.86,103,,
SH_2087,MV_9028,TH_412,SC_765,2025-08-05,17:00:00,448.88,183,,
SH_2088,MV_7716,TH_53,SC_414,2024-08-30,17:00:00,285.98,60,,
SH_2089,MV_6899,TH_156,SC_458,2024-12-05,12:00:00,384.6,135,,
SH_2090,MV_5594,TH_43,SC_613,2024-10-01,14:45:00,151.27,177,,
SH_2091,MV_5156,TH_73,SC_936,2024-08-08,11:15:00,481.05,167,,
SH_2092,MV_7164,TH_427,SC_230,2024-03-04,10:30:00,175.04,62,,
SH_2093,MV_3109,TH_339,SC_828,2024-06-25,22:15:00,325.85,65,,
SH_2094,MV_6346,TH_232,SC_959,2024-02-06,10:30:00,328.16,121,,
SH_2095,MV_2565,TH_181,SC_145,2023-10-15,13:00:00,187.07,178,,
SH_2096,MV_934,TH_67,SC_790,2025-10-13,13:45:00,204.02,166,,
SH_2097,MV_2405,TH_285,SC_915,2024-07-17,22:00:00,163.05,51,,
SH_2098,MV_5600,TH_376,SC_264,2025-04-11,17:45:00,321.55,150,,
SH_2099,MV_8393,TH_269,SC_860,2023-09-07,22:45:00,368.25,166,,
SH_2100,MV_3616,TH_233,SC_355,2023-12-25,14:45:00,201.39,83,,
SH_2101,MV_7218,TH_371,SC_498,2023-04-03,10:30:00,288.84,151,,
SH_2102,MV_109,TH_129,SC_959,2023-02-19,16:00:00,150.08,108,,
SH_2103,MV_9013,TH_314,SC_929,2024-10-17,20:00:00,320.59,110,,
SH_2104,MV_896,TH_113,SC_369,2023-09-21,16:30:00,375.26,184,,
SH_2105,MV_4525,TH_127,SC_849,2025-09-28,12:45:00,238.45,90,,
SH_2106,MV_4908,TH_362,SC_995,2024-06-27,15:00:00,227.41,180,,
SH_2107,MV_775,TH_231,SC_135,2024-10-18,22:15:00,456.33,148,,
SH_2108,MV_6067,TH_24,SC_833,2024-05-20,18:15:00,294.28,77,,
SH_2109,MV_2645,TH_369,SC_232,2024-03-08,15:15:00,330.1,146,,
SH_2110,MV_5215,TH_169,SC_70,2023-10-12,16:00:00,309.22,61,,
SH_2111,MV_1377,TH_465,SC_652,2023-08-09,17:15:00,218.86,64,,
SH_2112,MV_7123,TH_90,SC_475,2024-05-10,20:45:00,303.79,143,,
SH_2113,MV_4433,TH_449,SC_369,2023-06-10,22:15:00,166.54,92,,
SH_2114,MV_8414,TH_349,SC_418,2025-02-26,17:00:00,301.44,58,,
SH_2115,MV_2775,TH_57,SC_89,2023-12-11,10:00:00,467.65,189,,
SH_2116,MV_1814,TH_348,SC_996,2023-04-03,15:45:00,376.75,79,,
SH_2117,MV_4452,TH_342,SC_84,2023-07-07,14:30:00,455.89,104,,
SH_2118,MV_493,TH_283,SC_508,2025-02-10,17:30:00,202.29,193,,
SH_2119,MV_2293,TH_44,SC_164,2025-01-23,21:00:00,244.27,80,,
SH_2120,MV_2625,TH_342,SC_838,2023-05-29,12:30:00,492.9,79,,
SH_2121,MV_3426,TH_332,SC_166,2024-12-30,19:00:00,405.71,95,,
SH_2122,MV_5590,TH_302,SC_961,2024-04-05,13:00:00,463.38,89,,
SH_2123,MV_3220,TH_122,SC_773,2023-06-03,11:30:00,226.13,182,,
SH_2124,MV_1514,TH_75,SC_317,2025-02-13,12:15:00,291.86,96,,
SH_2125,MV_9384,TH_82,SC_312,2023-08-15,12:00:00,443.04,163,,
SH_2126,MV_3269,TH_167,SC_522,2025-03-29,18:00:00,394.84,76,,
SH_2127,MV_152,TH_498,SC_863,2025-12-15,15:00:00,152.4,100,,
SH_2128,MV_7064,TH_127,SC_279,2023-07-05,21:15:00,166.69,116,,
SH_2129,MV_5637,TH_159,SC_194,2023-11-26,22:00:00,167.17,138,,
SH_2130,MV_8602,TH_124,SC_75,2024-10-08,18:45:00,381.73,101,,
SH_2131,MV_1093,TH_86,SC_907,2023-06-17,22:00:00,195.03,70,,
SH_2132,MV_2382,TH_40,SC_38,2023-03-13,13:45:00,476.96,83,,
SH_2133,MV_9732,TH_397,SC_904,2023-11-15,13:00:00,284.63,66,,
SH_2134,MV_7544,TH_418,SC_693,2025-09-28,12:30:00,193.93,148,,
SH_2135,MV_8256,TH_258,SC_767,2025-02-23,15:30:00,444.18,190,,
SH_2136,MV_5322,TH_351,SC_116,2025-02-24,12:00:00,378.29,63,,
SH_2137,MV_5583,TH_263,SC_825,2023-01-04,13:30:00,413.73,110,,
SH_2138,MV_9846,TH_250,SC_537,2024-08-02,16:45:00,426.87,122,,
SH_2139,MV_9140,TH_483,SC_106,2024-08-08,21:30:00,331.9,62,,
SH_2140,MV_4595,TH_178,SC_134,2023-03-08,15:00:00,183.24,78,,
SH_2141,MV_2722,TH_210,SC_866,2024-10-30,22:15:00,410.05,142,,
SH_2142,MV_150,TH_329,SC_39,2025-09-21,20:45:00,435.08,149,,
SH_2143,MV_8757,TH_190,SC_566,2025-12-28,14:15:00,165.92,162,,
SH_2144,MV_1700,TH_485,SC_835,2024-11-14,11:45:00,442.23,97,,
SH_2145,MV_7072,TH_114,SC_556,2024-07-16,18:00:00,346.4,163,,
SH_2146,MV_3946,TH_112,SC_938,2025-06-21,18:30:00,408.27,60,,
SH_2147,MV_3549,TH_226,SC_688,2025-07-09,11:15:00,466.22,106,,
SH_2148,MV_3796,TH_436,SC_218,2025-11-04,16:30:00,211.77,180,,
SH_2149,MV_3028,TH_81,SC_577,2024-08-12,18:00:00,364.71,173,,
SH_2150,MV_5676,TH_135,SC_659,2023-04-16,11:15:00,475.8,195,,
SH_2151,MV_5037,TH_273,SC_2,2025-09-23,15:30:00,246.79,84,,
SH_2152,MV_8452,TH_431,SC_655,2023-06-29,21:30:00,400.51,153,,
SH_2153,MV_1125,TH_93,SC_179,2025-01-14,15:30:00,245.87,96,,
SH_2154,MV_5953,TH_218,SC_827,2025-11-12,21:00:00,188.72,194,,
SH_2155,MV_1761,TH_423,SC_608,2024-04-05,16:15:00,353.45,71,,
SH_2156,MV_7057,TH_294,SC_44,2025-01-28,21:45:00,365.68,176,,
SH_2157,MV_21,TH_159,SC_23,2025-12-03,14:45:00,407.49,165,,
SH_2158,MV_8027,TH_500,SC_359,2024-05-26,20:30:00,455.33,187,,
SH_2159,MV_7419,TH_222,SC_989,2024-05-30,10:15:00,312.68,185,,
SH_2160,MV_9703,TH_118,SC_329,2024-04-16,18:00:00,490.62,84,,
SH_2161,MV_1546,TH_311,SC_850,2025-06-27,13:15:00,164.46,131,,
SH_2162,MV_3039,TH_327,SC_765,2023-11-08,20:00:00,381.96,181,,
SH_2163,MV_8422,TH_211,SC_467,2023-03-17,13:15:00,183.38,116,,
SH_2164,MV_7378,TH_452,SC_483,2023-10-10,22:45:00,300.95,127,,
SH_2165,MV_6938,TH_283,SC_296,2025-12-04,22:30:00,222.06,171,,
SH_2166,MV_2181,TH_438,SC_825,2025-03-30,15:45:00,208.23,189,,
SH_2167,MV_356,TH_464,SC_768,2024-11-08,14:00:00,459.07,98,,
SH_2168,MV_359,TH_30,SC_106,2024-07-16,16:00:00,219.17,131,,
SH_2169,MV_9945,TH_103,SC_803,2025-04-20,17:00:00,177.65,106,,
SH_2170,MV_3821,TH_294,SC_483,2025-06-12,14:00:00,164.74,83,,
SH_2171,MV_7486,TH_51,SC_190,2023-11-25,18:45:00,447.45,181,,
SH_2172,MV_8919,TH_238,SC_931,2024-01-14,21:00:00,279.4,69,,
SH_2173,MV_2006,TH_347,SC_75,2024-06-02,12:00:00,243.77,101,,
SH_2174,MV_1287,TH_428,SC_832,2025-12-26,22:00:00,436.73,163,,
SH_2175,MV_7283,TH_495,SC_962,2024-01-21,18:00:00,175.08,78,,
SH_2176,MV_7175,TH_288,SC_926,2025-05-05,12:00:00,392.11,162,,
SH_2177,MV_2821,TH_150,SC_98,2025-08-16,10:45:00,263.05,182,,
SH_2178,MV_5712,TH_464,SC_447,2023-10-13,16:00:00,295.48,143,,
SH_2179,MV_526,TH_473,SC_233,2024-10-09,10:30:00,263.41,78,,
SH_2180,MV_8471,TH_460,SC_116,2024-09-09,17:45:00,374.89,145,,
SH_2181,MV_244,TH_435,SC_244,2024-03-31,21:15:00,353.67,154,,
SH_2182,MV_7024,TH_299,SC_296,2023-07-23,22:00:00,391.87,195,,
SH_2183,MV_4837,TH_405,SC_266,2024-06-24,17:15:00,479.85,81,,
SH_2184,MV_9169,TH_281,SC_144,2025-06-21,18:30:00,259.55,56,,
SH_2185,MV_1076,TH_427,SC_359,2025-07-25,22:15:00,485.03,59,,
SH_2186,MV_8230,TH_485,SC_121,2025-05-12,17:00:00,230.76,61,,
SH_2187,MV_8484,TH_97,SC_764,2025-09-03,11:30:00,156.96,85,,
SH_2188,MV_8849,TH_176,SC_318,2024-08-13,13:30:00,351.43,143,,
SH_2189,MV_6628,TH_224,SC_265,2025-09-03,17:30:00,418.26,82,,
SH_2190,MV_9006,TH_175,SC_862,2023-04-16,17:00:00,202.8,172,,
SH_2191,MV_7483,TH_327,SC_945,2023-09-02,11:15:00,392.54,194,,
SH_2192,MV_1269,TH_254,SC_25,2023-05-02,12:00:00,459.69,77,,
SH_2193,MV_6363,TH_155,SC_495,2025-12-28,11:15:00,255.48,194,,
SH_2194,MV_9504,TH_218,SC_680,2024-06-16,15:45:00,334.56,193,,
SH_2195,MV_3654,TH_486,SC_701,2023-05-14,19:00:00,265.81,162,,
SH_2196,MV_417,TH_31,SC_881,2023-01-14,18:45:00,159.54,66,,
SH_2197,MV_2264,TH_487,SC_502,2025-03-03,22:00:00,191.78,184,,
SH_2198,MV_5465,TH_39,SC_615,2025-01-03,14:30:00,477.64,121,,
SH_2199,MV_3988,TH_280,SC_127,2025-02-22,10:00:00,470.92,145,,
SH_2200,MV_4727,TH_459,SC_509,2024-04-27,12:30:00,229.94,89,,
SH_2201,MV_6753,TH_319,SC_234,2023-04-16,22:15:00,375.72,171,,
SH_2202,MV_9251,TH_24,SC_140,2023-03-11,21:30:00,368.83,190,,
SH_2203,MV_9927,TH_456,SC_22,2023-06-12,14:45:00,358.36,103,,
SH_2204,MV_8629,TH_358,SC_485,2025-07-19,19:30:00,205.23,120,,
SH_2205,MV_2220,TH_356,SC_676,2023-04-03,17:30:00,372.9,102,,
SH_2206,MV_4048,TH_27,SC_308,2025-12-08,10:15:00,255.18,97,,
SH_2207,MV_8529,TH_192,SC_731,2023-08-26,20:45:00,224.65,186,,
SH_2208,MV_5294,TH_10,SC_974,2025-07-01,12:45:00,421.67,72,,
SH_2209,MV_8571,TH_441,SC_767,2024-03-14,14:15:00,357.95,122,,
SH_2210,MV_3113,TH_393,SC_121,2023-10-29,18:00:00,498.53,147,,
SH_2211,MV_7832,TH_419,SC_977,2024-01-25,15:45:00,213.3,64,,
SH_2212,MV_7329,TH_367,SC_769,2025-03-04,22:00:00,273.14,113,,
SH_2213,MV_7013,TH_391,SC_84,2025-11-16,12:15:00,171.09,186,,
SH_2214,MV_3693,TH_30,SC_633,2023-03-27,20:45:00,374.1,142,,
SH_2215,MV_4868,TH_40,SC_418,2023-04-12,19:45:00,418.63,54,,
SH_2216,MV_3939,TH_346,SC_340,2023-05-22,11:30:00,361.61,91,,
SH_2217,MV_2964,TH_209,SC_619,2023-03-13,14:30:00,304.89,171,,
SH_2218,MV_7359,TH_408,SC_85,2024-01-17,19:15:00,186.12,110,,
SH_2219,MV_199,TH_459,SC_190,2024-08-23,18:00:00,465.52,104,,
SH_2220,MV_797,TH_62,SC_230,2024-05-29,19:00:00,153.95,80,,
SH_2221,MV_3375,TH_453,SC_989,2025-05-01,17:45:00,340.48,92,,
SH_2222,MV_7837,TH_92,SC_395,2025-08-03,21:30:00,378.78,164,,
SH_2223,MV_1787,TH_206,SC_183,2025-12-14,14:30:00,308,199,,
SH_2224,MV_5939,TH_245,SC_291,2025-04-23,20:45:00,233.08,132,,
SH_2225,MV_2349,TH_479,SC_673,2023-09-09,16:30:00,396.01,98,,
SH_2226,MV_4211,TH_311,SC_724,2025-10-17,16:45:00,402.72,69,,
SH_2227,MV_2396,TH_125,SC_769,2023-09-30,18:30:00,199.76,70,,
SH_2228,MV_9469,TH_414,SC_447,2025-07-11,10:00:00,262.51,161,,
SH_2229,MV_1076,TH_386,SC_304,2025-03-17,15:00:00,238.36,180,,
