seat_id,booking_id,screen_id,seat_number,seat_type,charges,status,,
ST_2420,BK_1394,SC_637,C3,Premium,25,Booked,,
ST_2421,BK_5973,SC_80,E15,Regular,10,Booked,,
ST_2422,BK_760,SC_300,A5,Premium,25,Booked,,
ST_2423,BK_7700,SC_356,A11,Regular,10,Booked,,
ST_2424,BK_4562,SC_718,A7,Premium,25,Booked,,
ST_2425,BK_5882,SC_87,C5,VIP,50,Booked,,
ST_2426,BK_7904,SC_813,C2,Premium,25,Reserved,,
ST_2427,BK_2517,SC_8,A10,Regular,10,Available,,
ST_2428,BK_8575,SC_646,D3,Premium,25,Booked,,
ST_2429,BK_6792,SC_639,A18,Regular,10,Available,,
ST_2430,BK_7259,SC_68,D17,Premium,25,Available,,
ST_2431,BK_4540,SC_712,B14,Regular,10,Booked,,
ST_2432,BK_9113,SC_950,C13,Regular,10,Booked,,
ST_2433,BK_4875,SC_791,B7,Regular,10,Booked,,
ST_2434,BK_6499,SC_429,A11,Regular,10,Booked,,
ST_2435,BK_1877,SC_537,D20,Regular,10,Booked,,
ST_2436,BK_4430,SC_456,A1,Regular,10,Booked,,
ST_2437,BK_8387,SC_104,A19,Regular,10,Booked,,
ST_2438,BK_380,SC_798,C17,Regular,10,Booked,,
ST_2439,BK_9555,SC_165,E11,Regular,10,Reserved,,
ST_2440,BK_7665,SC_2,A7,Regular,10,Booked,,
ST_2441,BK_3786,SC_619,B1,Regular,10,Available,,
ST_2442,BK_6357,SC_314,E16,Premium,25,Booked,,
ST_2443,BK_4630,SC_924,C9,Regular,10,Booked,,
ST_2444,BK_4317,SC_870,D9,Premium,25,Booked,,
ST_2445,BK_3815,SC_392,C17,VIP,50,Booked,,
ST_2446,BK_1158,SC_33,A1,Premium,25,Booked,,
ST_2447,BK_6149,SC_134,E16,VIP,50,Booked,,
ST_2448,BK_3701,SC_649,B13,Regular,10,Booked,,
ST_2449,BK_8844,SC_24,A13,VIP,50,Booked,,
ST_2450,BK_9841,SC_214,E13,Premium,25,Booked,,
ST_2451,BK_5786,SC_686,B2,VIP,50,Booked,,
ST_2452,BK_6099,SC_386,C7,Premium,25,Reserved,,
ST_2453,BK_7836,SC_787,A9,Premium,25,Booked,,
ST_2454,BK_83,SC_606,D2,Regular,10,Booked,,
ST_2455,BK_1593,SC_433,B10,Premium,25,Booked,,
ST_2456,BK_7165,SC_533,C17,Regular,10,Booked,,
ST_2457,BK_6199,SC_440,C7,Regular,10,Booked,,
ST_2458,BK_7446,SC_58,A13,Regular,10,Booked,,
ST_2459,BK_1803,SC_75,B18,Regular,10,Booked,,
ST_2460,BK_583,SC_21,D3,Regular,10,Booked,,
ST_2461,BK_1784,SC_303,A3,Regular,10,Booked,,
ST_2462,BK_9737,SC_444,B8,Regular,10,Booked,,
ST_2463,BK_6035,SC_426,E12,Premium,25,Available,,
ST_2464,BK_1905,SC_805,C6,Regular,10,Booked,,
ST_2465,BK_3060,SC_610,B4,Premium,25,Booked,,
ST_2466,BK_1292,SC_110,D11,Regular,10,Booked,,
ST_2467,BK_836,SC_443,C4,Regular,10,Booked,,
ST_2468,BK_8015,SC_202,D15,Regular,10,Available,,
ST_2469,BK_5812,SC_435,E11,Regular,10,Booked,,
ST_2470,BK_2674,SC_140,E4,Regular,10,Available,,
ST_2471,BK_9179,SC_390,D15,Regular,10,Booked,,
ST_2472,BK_1378,SC_30,B7,VIP,50,Available,,
ST_2473,BK_8392,SC_992,A9,Premium,25,Reserved,,
ST_2474,BK_8578,SC_860,B13,VIP,50,Booked,,
ST_2475,BK_3229,SC_40,B19,VIP,50,Booked,,
ST_2476,BK_205,SC_212,A3,Regular,10,Booked,,
ST_2477,BK_1960,SC_813,A6,VIP,50,Booked,,
ST_2478,BK_5349,SC_883,C6,Regular,10,Available,,
ST_2479,BK_142,SC_118,D3,Regular,10,Booked,,
ST_2480,BK_2721,SC_253,A15,Regular,10,Booked,,
ST_2481,BK_4719,SC_618,E6,VIP,50,Booked,,
ST_2482,BK_5065,SC_147,D18,Regular,10,Booked,,
ST_2483,BK_651,SC_67,C18,Regular,10,Booked,,
ST_2484,BK_9428,SC_351,B4,Regular,10,Booked,,
ST_2485,BK_2228,SC_385,D17,Regular,10,Booked,,
ST_2486,BK_1867,SC_841,E20,VIP,50,Reserved,,
ST_2487,BK_1654,SC_581,B19,Regular,10,Booked,,
ST_2488,BK_8441,SC_386,E11,Premium,25,Booked,,
ST_2489,BK_9756,SC_610,C5,Premium,25,Booked,,
ST_2490,BK_1117,SC_892,A19,Regular,10,Available,,
ST_2491,BK_4465,SC_606,B16,Premium,25,Booked,,
ST_2492,BK_5920,SC_788,B16,Regular,10,Booked,,
ST_2493,BK_8116,SC_278,C20,Regular,10,Booked,,
ST_2494,BK_5328,SC_12,D20,Premium,25,Booked,,
ST_2495,BK_4893,SC_797,E5,Regular,10,Available,,
ST_2496,BK_3896,SC_910,A12,Regular,10,Reserved,,
ST_2497,BK_4787,SC_21,D6,Regular,10,Reserved,,
ST_2498,BK_8440,SC_655,A20,Premium,25,Booked,,
ST_2499,BK_2221,SC_85,E7,Premium,25,Booked,,
ST_2500,BK_817,SC_91,D13,Regular,10,Booked,,
ST_2501,BK_7769,SC_584,D10,Regular,10,Available,,
ST_2502,BK_8108,SC_901,B5,Regular,10,Booked,,
ST_2503,BK_6325,SC_936,B20,Regular,10,Booked,,
ST_2504,BK_206,SC_608,D17,Regular,10,Booked,,
ST_2505,BK_8864,SC_482,C10,Regular,10,Reserved,,
ST_2506,BK_45,SC_45,B17,Regular,10,Booked,,
ST_2507,BK_2691,SC_999,A11,Regular,10,Available,,
ST_2508,BK_2204,SC_574,B1,Regular,10,Booked,,
ST_2509,BK_3272,SC_287,E9,Regular,10,Booked,,
ST_2510,BK_3458,SC_214,E6,Regular,10,Booked,,
ST_2511,BK_2507,SC_262,D12,Regular,10,Booked,,
ST_2512,BK_7647,SC_900,B19,VIP,50,Booked,,
ST_2513,BK_9369,SC_424,E15,Premium,25,Booked,,
ST_2514,BK_5332,SC_503,A1,Regular,10,Booked,,
ST_2515,BK_5739,SC_473,D1,Premium,25,Available,,
ST_2516,BK_8061,SC_962,C7,Regular,10,Booked,,
ST_2517,BK_5186,SC_896,E4,Regular,10,Booked,,
ST_2518,BK_8520,SC_89,B7,Premium,25,Booked,,
ST_2519,BK_5663,SC_655,B15,Premium,25,Available,,
ST_2520,BK_6886,SC_129,D17,Premium,25,Available,,
ST_2521,BK_2677,SC_188,A2,Regular,10,Booked,,
ST_2522,BK_3213,SC_592,E12,Regular,10,Booked,,
ST_2523,BK_2589,SC_248,A6,Regular,10,Available,,
ST_2524,BK_6235,SC_385,A17,Regular,10,Booked,,
ST_2525,BK_1599,SC_266,B1,Regular,10,Booked,,
ST_2526,BK_4313,SC_527,D1,Premium,25,Booked,,
ST_2527,BK_779,SC_110,D15,Regular,10,Available,,
ST_2528,BK_3287,SC_968,B4,Regular,10,Booked,,
ST_2529,BK_2146,SC_586,A11,Regular,10,Booked,,
ST_2530,BK_9751,SC_765,E4,Regular,10,Available,,
ST_2531,BK_1891,SC_885,D20,Regular,10,Booked,,
ST_2532,BK_1690,SC_948,E6,Premium,25,Reserved,,
ST_2533,BK_6609,SC_4,A15,Regular,10,Booked,,
ST_2534,BK_6777,SC_578,D19,VIP,50,Booked,,
ST_2535,BK_2812,SC_616,E18,Premium,25,Available,,
ST_2536,BK_9495,SC_770,A10,VIP,50,Booked,,
ST_2537,BK_4358,SC_41,B7,Regular,10,Available,,
ST_2538,BK_3506,SC_939,E15,Regular,10,Booked,,
ST_2539,BK_6947,SC_334,A14,Regular,10,Available,,
ST_2540,BK_2600,SC_699,E10,Regular,10,Reserved,,
ST_2541,BK_5181,SC_865,D19,Regular,10,Reserved,,
ST_2542,BK_1074,SC_784,B7,Regular,10,Booked,,
ST_2543,BK_1492,SC_390,A7,Regular,10,Booked,,
ST_2544,BK_8500,SC_851,A9,Regular,10,Reserved,,
ST_2545,BK_5963,SC_830,D2,Regular,10,Available,,
ST_2546,BK_6213,SC_590,C4,Regular,10,Booked,,
ST_2547,BK_2278,SC_526,B9,Premium,25,Reserved,,
ST_2548,BK_261,SC_119,C1,Regular,10,Booked,,
ST_2549,BK_203,SC_688,C7,Premium,25,Booked,,
ST_2550,BK_6493,SC_381,B18,Regular,10,Booked,,
ST_2551,BK_1916,SC_669,C19,Regular,10,Available,,
ST_2552,BK_7229,SC_115,D4,Regular,10,Reserved,,
ST_2553,BK_8224,SC_513,D6,Premium,25,Booked,,
ST_2554,BK_4779,SC_776,B3,Regular,10,Booked,,
ST_2555,BK_6775,SC_587,A3,Regular,10,Booked,,
ST_2556,BK_6363,SC_19,B7,Regular,10,Available,,
ST_2557,BK_5240,SC_570,B18,Premium,25,Booked,,
ST_2558,BK_4931,SC_257,D3,Regular,10,Available,,
ST_2559,BK_1050,SC_156,A5,Regular,10,Available,,
ST_2560,BK_9416,SC_705,A20,VIP,50,Booked,,
ST_2561,BK_3079,SC_742,A10,Premium,25,Booked,,
ST_2562,BK_5212,SC_743,E11,Regular,10,Reserved,,
ST_2563,BK_6308,SC_899,A3,Premium,25,Reserved,,
ST_2564,BK_6417,SC_627,A14,Regular,10,Booked,,
ST_2565,BK_7358,SC_131,C19,Regular,10,Booked,,
ST_2566,BK_4854,SC_210,C8,VIP,50,Booked,,
ST_2567,BK_7828,SC_361,B6,Regular,10,Booked,,
ST_2568,BK_4095,SC_711,D6,Premium,25,Booked,,
ST_2569,BK_8188,SC_582,D16,Premium,25,Booked,,
ST_2570,BK_5171,SC_962,E11,Regular,10,Available,,
ST_2571,BK_6453,SC_404,C10,Premium,25,Reserved,,
ST_2572,BK_2888,SC_980,E18,Regular,10,Booked,,
ST_2573,BK_3411,SC_918,D5,Regular,10,Booked,,
ST_2574,BK_1654,SC_745,D8,Premium,25,Booked,,
ST_2575,BK_2270,SC_627,E10,Regular,10,Booked,,
ST_2576,BK_3632,SC_989,E15,Regular,10,Booked,,
ST_2577,BK_3598,SC_283,A18,Regular,10,Booked,,
ST_2578,BK_3632,SC_758,A9,Premium,25,Booked,,
ST_2579,BK_6187,SC_437,A8,Regular,10,Booked,,
ST_2580,BK_1260,SC_238,A20,Premium,25,Booked,,
ST_2581,BK_6765,SC_17,C17,Regular,10,Booked,,
ST_2582,BK_1112,SC_346,B11,Regular,10,Booked,,
ST_2583,BK_256,SC_140,B12,Regular,10,Reserved,,
ST_2584,BK_413,SC_523,D20,Regular,10,Available,,
ST_2585,BK_4097,SC_402,D18,Premium,25,Booked,,
ST_2586,BK_1914,SC_554,B9,Regular,10,Available,,
ST_2587,BK_745,SC_251,E7,Regular,10,Booked,,
ST_2588,BK_870,SC_356,E18,Regular,10,Available,,
ST_2589,BK_6354,SC_91,A19,Regular,10,Booked,,
ST_2590,BK_6255,SC_487,B7,Regular,10,Reserved,,
ST_2591,BK_1779,SC_97,B17,Premium,25,Booked,,
ST_2592,BK_4341,SC_761,B7,Regular,10,Booked,,
ST_2593,BK_9634,SC_857,E14,Regular,10,Booked,,
ST_2594,BK_323,SC_400,E19,Premium,25,Available,,
ST_2595,BK_537,SC_856,D1,Regular,10,Booked,,
ST_2596,BK_5243,SC_813,A20,Premium,25,Available,,
ST_2597,BK_249,SC_200,E8,Regular,10,Booked,,
ST_2598,BK_4228,SC_946,C15,Regular,10,Booked,,
ST_2599,BK_9995,SC_430,C18,VIP,50,Booked,,
ST_2600,BK_1518,SC_987,A2,Regular,10,Booked,,
ST_2601,BK_2280,SC_341,E19,Premium,25,Available,,
ST_2602,BK_2106,SC_900,C6,Regular,10,Booked,,
ST_2603,BK_8413,SC_47,B2,Regular,10,Booked,,
ST_2604,BK_1209,SC_941,D8,Regular,10,Booked,,
ST_2605,BK_9106,SC_445,A1,Premium,25,Booked,,
ST_2606,BK_8072,SC_396,C5,Premium,25,Available,,
ST_2607,BK_1140,SC_392,B18,Premium,25,Available,,
ST_2608,BK_3185,SC_279,D14,Regular,10,Available,,
ST_2609,BK_9421,SC_301,A9,Premium,25,Available,,
ST_2610,BK_2453,SC_507,C5,Regular,10,Booked,,
ST_2611,BK_3003,SC_137,A6,Regular,10,Reserved,,
ST_2612,BK_937,SC_341,D12,Premium,25,Booked,,
ST_2613,BK_6090,SC_647,C3,Regular,10,Booked,,
ST_2614,BK_7827,SC_572,E17,Regular,10,Booked,,
ST_2615,BK_6941,SC_177,B19,Regular,10,Booked,,
ST_2616,BK_9005,SC_625,E4,Regular,10,Available,,
ST_2617,BK_7135,SC_947,C2,Premium,25,Booked,,
ST_2618,BK_1528,SC_162,E18,Regular,10,Booked,,
ST_2619,BK_8706,SC_368,E5,Regular,10,Booked,,
ST_2620,BK_3216,SC_587,B18,VIP,50,Reserved,,
ST_2621,BK_1842,SC_916,E7,Regular,10,Booked,,
ST_2622,BK_780,SC_920,E15,Premium,25,Reserved,,
ST_2623,BK_7498,SC_837,B16,Premium,25,Booked,,
ST_2624,BK_1753,SC_675,C16,Regular,10,Booked,,
ST_2625,BK_8145,SC_626,C5,Regular,10,Booked,,
ST_2626,BK_3066,SC_404,B15,Regular,10,Booked,,
ST_2627,BK_7022,SC_721,B1,Regular,10,Booked,,
ST_2628,BK_2333,SC_626,E17,VIP,50,Booked,,
ST_2629,BK_3528,SC_421,C8,Regular,10,Booked,,
ST_2630,BK_3084,SC_336,C9,Regular,10,Booked,,
ST_2631,BK_2644,SC_947,E3,Regular,10,Booked,,
ST_2632,BK_7955,SC_994,D13,Premium,25,Booked,,
ST_2633,BK_4954,SC_251,C9,Premium,25,Booked,,
ST_2634,BK_8463,SC_344,C4,Premium,25,Available,,
ST_2635,BK_6744,SC_329,A8,Regular,10,Booked,,
ST_2636,BK_6390,SC_503,C1,VIP,50,Booked,,
ST_2637,BK_865,SC_83,D19,VIP,50,Booked,,
ST_2638,BK_9545,SC_553,C13,Premium,25,Booked,,
ST_2639,BK_3053,SC_759,D14,Regular,10,Available,,
ST_2640,BK_3999,SC_455,E10,Regular,10,Booked,,
ST_2641,BK_8948,SC_922,E6,Premium,25,Booked,,
ST_2642,BK_4284,SC_930,C8,Regular,10,Booked,,
ST_2643,BK_3145,SC_270,C8,Premium,25,Booked,,
ST_2644,BK_624,SC_434,C1,VIP,50,Booked,,
ST_2645,BK_8307,SC_312,B5,Regular,10,Booked,,
ST_2646,BK_712,SC_701,B5,Regular,10,Booked,,
ST_2647,BK_9580,SC_483,A16,Regular,10,Booked,,
ST_2648,BK_3200,SC_423,C6,Regular,10,Reserved,,
ST_2649,BK_4391,SC_150,C5,Premium,25,Booked,,
ST_2650,BK_6020,SC_988,B12,Regular,10,Booked,,
ST_2651,BK_9878,SC_325,D8,Regular,10,Booked,,
ST_2652,BK_1453,SC_776,B9,Premium,25,Booked,,
ST_2653,BK_3017,SC_385,E8,Regular,10,Available,,
ST_2654,BK_3449,SC_457,E20,Regular,10,Booked,,
ST_2655,BK_9210,SC_612,B8,VIP,50,Booked,,
ST_2656,BK_4395,SC_220,C18,Regular,10,Available,,
ST_2657,BK_1219,SC_924,D13,Premium,25,Booked,,
ST_2658,BK_808,SC_998,E9,Regular,10,Booked,,
ST_2659,BK_4664,SC_387,E7,Premium,25,Booked,,
ST_2660,BK_9935,SC_133,A9,Regular,10,Booked,,
ST_2661,BK_6835,SC_957,E1,Premium,25,Available,,
ST_2662,BK_2000,SC_254,A20,Regular,10,Available,,
ST_2663,BK_7196,SC_317,A8,VIP,50,Available,,
ST_2664,BK_2689,SC_167,A18,Premium,25,Booked,,
ST_2665,BK_8856,SC_495,D16,Premium,25,Booked,,
ST_2666,BK_1787,SC_855,B10,Regular,10,Booked,,
ST_2667,BK_2604,SC_291,A1,VIP,50,Booked,,
ST_2668,BK_1893,SC_801,E16,Premium,25,Available,,
ST_2669,BK_2916,SC_408,A4,Regular,10,Available,,
ST_2670,BK_5099,SC_767,B8,Premium,25,Booked,,
ST_2671,BK_4398,SC_136,A3,Regular,10,Available,,
ST_2672,BK_8098,SC_506,C18,Regular,10,Available,,
ST_2673,BK_7461,SC_800,B7,Regular,10,Booked,,
ST_2674,BK_7860,SC_568,D18,Regular,10,Booked,,
ST_2675,BK_5224,SC_957,D18,Regular,10,Reserved,,
ST_2676,BK_6074,SC_629,B7,Regular,10,Booked,,
ST_2677,BK_9851,SC_827,C6,Regular,10,Booked,,
ST_2678,BK_5527,SC_214,B13,Premium,25,Booked,,
ST_2679,BK_2853,SC_771,D5,Regular,10,Available,,
ST_2680,BK_158,SC_870,D1,Regular,10,Booked,,
ST_2681,BK_1250,SC_481,D3,Regular,10,Booked,,
ST_2682,BK_9559,SC_90,C15,Premium,25,Booked,,
ST_2683,BK_1886,SC_925,A8,Regular,10,Booked,,
ST_2684,BK_5583,SC_656,B7,Regular,10,Booked,,
ST_2685,BK_5668,SC_965,C18,Regular,10,Booked,,
ST_2686,BK_8811,SC_359,E19,Premium,25,Booked,,
ST_2687,BK_3881,SC_252,E6,Regular,10,Booked,,
ST_2688,BK_7510,SC_366,D13,Regular,10,Booked,,
ST_2689,BK_378,SC_13,A12,Regular,10,Available,,
ST_2690,BK_5948,SC_648,B5,Regular,10,Booked,,
ST_2691,BK_665,SC_462,C19,VIP,50,Booked,,
ST_2692,BK_5186,SC_557,D4,Premium,25,Booked,,
ST_2693,BK_4752,SC_605,A20,Premium,25,Booked,,
ST_2694,BK_6675,SC_300,D9,Regular,10,Booked,,
ST_2695,BK_4160,SC_841,C19,Regular,10,Available,,
ST_2696,BK_1543,SC_700,C5,Regular,10,Available,,
ST_2697,BK_8660,SC_79,C19,Regular,10,Booked,,
ST_2698,BK_9822,SC_49,E15,VIP,50,Booked,,
ST_2699,BK_3927,SC_999,E15,Regular,10,Booked,,
ST_2700,BK_1014,SC_301,A20,Regular,10,Available,,
ST_2701,BK_6193,SC_347,A11,VIP,50,Booked,,
ST_2702,BK_9177,SC_333,E15,Regular,10,Booked,,
ST_2703,BK_7250,SC_22,D3,Premium,25,Reserved,,
ST_2704,BK_1121,SC_206,E6,VIP,50,Booked,,
ST_2705,BK_401,SC_651,E4,Premium,25,Booked,,
ST_2706,BK_9001,SC_633,B3,Regular,10,Available,,
ST_2707,BK_1495,SC_795,B7,Regular,10,Available,,
ST_2708,BK_595,SC_106,A11,Regular,10,Reserved,,
ST_2709,BK_384,SC_784,E7,Regular,10,Booked,,
ST_2710,BK_1148,SC_957,D1,Regular,10,Reserved,,
ST_2711,BK_6479,SC_631,B4,Regular,10,Available,,
ST_2712,BK_904,SC_305,D18,Premium,25,Booked,,
ST_2713,BK_6734,SC_426,A20,VIP,50,Booked,,
ST_2714,BK_5939,SC_910,A13,Regular,10,Booked,,
ST_2715,BK_4368,SC_218,B11,VIP,50,Booked,,
ST_2716,BK_6548,SC_988,D4,Regular,10,Reserved,,
ST_2717,BK_2163,SC_725,A16,Premium,25,Available,,
ST_2718,BK_4370,SC_177,A18,Regular,10,Booked,,
ST_2719,BK_6807,SC_817,B8,VIP,50,Booked,,
ST_2720,BK_2042,SC_964,B4,Premium,25,Booked,,
ST_2721,BK_7283,SC_938,E5,Premium,25,Booked,,
ST_2722,BK_3831,SC_365,C16,Regular,10,Booked,,
ST_2723,BK_8290,SC_28,C2,Regular,10,Booked,,
ST_2724,BK_7275,SC_989,E8,Regular,10,Booked,,
ST_2725,BK_5111,SC_362,C6,VIP,50,Booked,,
ST_2726,BK_795,SC_790,C19,Regular,10,Booked,,
ST_2727,BK_2345,SC_588,E5,Premium,25,Booked,,
ST_2728,BK_6158,SC_359,A15,Premium,25,Available,,
ST_2729,BK_8467,SC_363,C14,Regular,10,Booked,,
ST_2730,BK_5911,SC_520,D19,Regular,10,Booked,,
ST_2731,BK_4717,SC_622,D2,Regular,10,Available,,
ST_2732,BK_8547,SC_534,E18,Premium,25,Reserved,,
ST_2733,BK_8008,SC_688,D11,VIP,50,Booked,,
ST_2734,BK_2142,SC_154,E5,Regular,10,Booked,,
ST_2735,BK_6881,SC_999,B18,Regular,10,Booked,,
ST_2736,BK_4295,SC_614,B9,VIP,50,Booked,,
ST_2737,BK_5597,SC_793,E6,VIP,50,Booked,,
ST_2738,BK_4173,SC_814,B18,Premium,25,Reserved,,
ST_2739,BK_4096,SC_22,B7,Regular,10,Booked,,
ST_2740,BK_4016,SC_577,C19,Regular,10,Available,,
ST_2741,BK_98,SC_607,A4,Regular,10,Booked,,
ST_2742,BK_3425,SC_153,A2,Premium,25,Booked,,
ST_2743,BK_293,SC_464,C9,Regular,10,Available,,
ST_2744,BK_9977,SC_558,B1,Premium,25,Booked,,
ST_2745,BK_7301,SC_611,E15,Regular,10,Booked,,
ST_2746,BK_6939,SC_232,A1,Regular,10,Booked,,
ST_2747,BK_962,SC_118,C17,Regular,10,Booked,,
ST_2748,BK_5755,SC_153,E7,Regular,10,Available,,
ST_2749,BK_2061,SC_126,C4,Premium,25,Booked,,
ST_2750,BK_2747,SC_474,A19,VIP,50,Booked,,
ST_2751,BK_4157,SC_880,A2,Regular,10,Booked,,
ST_2752,BK_7443,SC_746,B6,Premium,25,Booked,,
ST_2753,BK_549,SC_896,A3,Premium,25,Booked,,
ST_2754,BK_8959,SC_628,D1,Regular,10,Booked,,
ST_2755,BK_8274,SC_338,C15,Regular,10,Booked,,
ST_2756,BK_4253,SC_465,C5,VIP,50,Booked,,
ST_2757,BK_7895,SC_937,A13,Regular,10,Booked,,
ST_2758,BK_394,SC_15,A13,Regular,10,Reserved,,
ST_2759,BK_3685,SC_584,D1,Premium,25,Booked,,
ST_2760,BK_6020,SC_511,A4,Regular,10,Booked,,
ST_2761,BK_8754,SC_683,B14,Regular,10,Booked,,
ST_2762,BK_4621,SC_661,B13,Regular,10,Available,,
ST_2763,BK_2600,SC_595,D9,Regular,10,Booked,,
ST_2764,BK_7070,SC_240,C7,Regular,10,Booked,,
ST_2765,BK_2894,SC_814,A4,Regular,10,Booked,,
ST_2766,BK_2783,SC_93,E8,Regular,10,Booked,,
ST_2767,BK_8758,SC_698,A1,Premium,25,Available,,
ST_2768,BK_3327,SC_1,B10,Premium,25,Booked,,
ST_2769,BK_4026,SC_428,C11,Premium,25,Booked,,
ST_2770,BK_4125,SC_310,B19,Regular,10,Booked,,
ST_2771,BK_6439,SC_169,A18,Premium,25,Available,,
ST_2772,BK_2400,SC_824,C14,Regular,10,Booked,,
ST_2773,BK_7812,SC_41,A19,Regular,10,Available,,
ST_2774,BK_1200,SC_200,E20,Premium,25,Available,,
ST_2775,BK_4037,SC_857,C16,Premium,25,Booked,,
ST_2776,BK_2174,SC_29,B2,Premium,25,Booked,,
ST_2777,BK_1027,SC_951,E2,Premium,25,Booked,,
ST_2778,BK_9674,SC_813,A12,Regular,10,Reserved,,
ST_2779,BK_6659,SC_583,E16,Regular,10,Booked,,
ST_2780,BK_3514,SC_992,C6,Regular,10,Available,,
ST_2781,BK_4351,SC_724,D3,Regular,10,Booked,,
ST_2782,BK_3914,SC_83,D16,Regular,10,Booked,,
ST_2783,BK_9011,SC_941,B18,Regular,10,Available,,
ST_2784,BK_2128,SC_830,E15,Premium,25,Booked,,
ST_2785,BK_7396,SC_412,A12,Premium,25,Reserved,,
ST_2786,BK_3232,SC_394,C19,Regular,10,Available,,
ST_2787,BK_4433,SC_621,B1,Premium,25,Booked,,
ST_2788,BK_6375,SC_627,D18,Regular,10,Booked,,
ST_2789,BK_5622,SC_940,B16,Regular,10,Booked,,
ST_2790,BK_2609,SC_920,B19,Premium,25,Available,,
ST_2791,BK_9927,SC_208,D6,Regular,10,Booked,,
ST_2792,BK_8914,SC_634,D18,Regular,10,Available,,
ST_2793,BK_6871,SC_886,C16,Regular,10,Booked,,
ST_2794,BK_9554,SC_619,B6,Regular,10,Available,,
ST_2795,BK_7431,SC_644,B11,Regular,10,Booked,,
ST_2796,BK_1034,SC_427,A17,Regular,10,Booked,,
ST_2797,BK_1365,SC_929,C2,VIP,50,Reserved,,
ST_2798,BK_8130,SC_220,E11,Premium,25,Available,,
ST_2799,BK_5574,SC_699,E7,Premium,25,Booked,,
ST_2800,BK_106,SC_915,B10,Regular,10,Booked,,
ST_2801,BK_3894,SC_661,E11,Premium,25,Booked,,
ST_2802,BK_2940,SC_305,E19,Regular,10,Booked,,
ST_2803,BK_9534,SC_890,D14,Regular,10,Reserved,,
ST_2804,BK_5282,SC_811,C13,Premium,25,Booked,,
ST_2805,BK_6729,SC_322,C10,Regular,10,Booked,,
ST_2806,BK_4822,SC_859,B2,Regular,10,Booked,,
ST_2807,BK_1834,SC_323,A18,Regular,10,Available,,
ST_2808,BK_6674,SC_416,D4,Premium,25,Reserved,,
ST_2809,BK_8784,SC_429,E12,Premium,25,Booked,,
ST_2810,BK_973,SC_100,D1,Premium,25,Booked,,
ST_2811,BK_7706,SC_864,A2,Premium,25,Booked,,
ST_2812,BK_2906,SC_4,B12,Regular,10,Reserved,,
ST_2813,BK_7761,SC_879,C5,Premium,25,Booked,,
ST_2814,BK_1996,SC_224,A16,Premium,25,Booked,,
ST_2815,BK_6411,SC_803,C12,Regular,10,Booked,,
ST_2816,BK_6663,SC_434,A16,Regular,10,Available,,
ST_2817,BK_8806,SC_434,E1,Regular,10,Booked,,
ST_2818,BK_7123,SC_755,D18,Regular,10,Available,,
ST_2819,BK_5401,SC_437,B5,Regular,10,Booked,,
ST_2820,BK_3498,SC_333,A14,Regular,10,Booked,,
ST_2821,BK_6976,SC_798,E5,Regular,10,Available,,
ST_2822,BK_2919,SC_957,A18,Premium,25,Booked,,
ST_2823,BK_1423,SC_748,A7,VIP,50,Booked,,
ST_2824,BK_6484,SC_199,E16,Regular,10,Booked,,
ST_2825,BK_958,SC_299,C16,Regular,10,Booked,,
ST_2826,BK_3034,SC_1000,E16,VIP,50,Booked,,
ST_2827,BK_6101,SC_1,B18,Premium,25,Booked,,
ST_2828,BK_6734,SC_737,B7,Regular,10,Booked,,
ST_2829,BK_9103,SC_306,E7,Regular,10,Booked,,
ST_2830,BK_6050,SC_968,B13,Regular,10,Reserved,,
ST_2831,BK_5810,SC_671,B8,Premium,25,Reserved,,
ST_2832,BK_1850,SC_136,B2,Premium,25,Available,,
ST_2833,BK_4549,SC_135,B3,Regular,10,Booked,,
ST_2834,BK_2358,SC_841,B5,Regular,10,Available,,
ST_2835,BK_8248,SC_650,E13,VIP,50,Booked,,
ST_2836,BK_2370,SC_641,E6,Regular,10,Booked,,
ST_2837,BK_8282,SC_378,A20,Regular,10,Available,,
ST_2838,BK_3964,SC_132,E12,Regular,10,Booked,,
ST_2839,BK_1891,SC_626,C18,VIP,50,Booked,,
ST_2840,BK_1251,SC_772,C20,Premium,25,Booked,,
ST_2841,BK_528,SC_555,E7,Regular,10,Available,,
ST_2842,BK_4467,SC_351,A15,Regular,10,Booked,,
ST_2843,BK_4941,SC_338,E7,Premium,25,Booked,,
ST_2844,BK_5994,SC_849,B8,Premium,25,Booked,,
ST_2845,BK_3609,SC_423,D1,Regular,10,Reserved,,
ST_2846,BK_9375,SC_593,E14,Premium,25,Booked,,
ST_2847,BK_7146,SC_565,C13,Regular,10,Booked,,
ST_2848,BK_2284,SC_950,B19,Regular,10,Available,,
ST_2849,BK_7980,SC_222,B3,Premium,25,Booked,,
ST_2850,BK_574,SC_281,A12,Regular,10,Available,,
ST_2851,BK_6421,SC_281,B4,Regular,10,Booked,,
ST_2852,BK_1321,SC_723,E13,Premium,25,Available,,
ST_2853,BK_2899,SC_520,B1,Regular,10,Available,,
ST_2854,BK_1673,SC_458,D6,Premium,25,Booked,,
ST_2855,BK_5893,SC_911,B19,Regular,10,Reserved,,
ST_2856,BK_8273,SC_226,D18,Regular,10,Booked,,
ST_2857,BK_9272,SC_188,C7,Premium,25,Booked,,
ST_2858,BK_8086,SC_586,B17,Premium,25,Booked,,
