theater_id,name,location,city,state,,,
TH_2436,Miraj Cinemas,Ajmer 7,Ajmer,Rajasthan,,,
TH_2437,INOX,Kolkata 180,Kolkata,West Bengal,,,
TH_2438,Miraj Cinemas,Lucknow 23,Lucknow,Uttar Pradesh,,,
TH_2439,Carnival Cinemas,Siliguri 220,Siliguri,West Bengal,,,
TH_2440,PVR Cinemas,Gwalior 390,Gwalior,Madhya Pradesh,,,
TH_2441,INOX,Ajmer 260,Ajmer,Rajasthan,,,
TH_2442,Carnival Cinemas,Bhagalpur 472,Bhagalpur,Bihar,,,
TH_2443,PVR Cinemas,Coimbatore 76,Coimbatore,Tamil Nadu,,,
TH_2444,INOX,Nashik 138,Nashik,Maharashtra,,,
TH_2445,Carnival Cinemas,Thane 134,Thane,Maharashtra,,,
TH_2446,Miraj Cinemas,Bangalore 60,Bangalore,Karnataka,,,
TH_2447,PVR Cinemas,Muzaffarpur 91,Muzaffarpur,Bihar,,,
TH_2448,Cinepolis,Muzaffarpur 35,Muzaffarpur,Bihar,,,
TH_2449,Wave Cinemas,Mysore 160,Mysore,Karnataka,,,
TH_2450,PVR Cinemas,Gwalior 367,Gwalior,Madhya Pradesh,,,
TH_2451,Cinepolis,Coimbatore 460,Coimbatore,Tamil Nadu,,,
TH_2452,Cinepolis,Rajkot 373,Rajkot,Gujarat,,,
TH_2453,PVR Cinemas,Amritsar 59,Amritsar,Punjab,,,
TH_2454,Carnival Cinemas,Varanasi 188,Varanasi,Uttar Pradesh,,,
TH_2455,PVR Cinemas,Siliguri 30,Siliguri,West Bengal,,,
TH_2456,Carnival Cinemas,Madurai 129,Madurai,Tamil Nadu,,,
TH_2457,INOX,Lucknow 133,Lucknow,Uttar Pradesh,,,
TH_2458,Carnival Cinemas,Udaipur 130,Udaipur,Rajasthan,,,
TH_2459,Wave Cinemas,Nagpur 416,Nagpur,Maharashtra,,,
TH_2460,Wave Cinemas,Agra 142,Agra,Uttar Pradesh,,,
TH_2461,Miraj Cinemas,Nagpur 490,Nagpur,Maharashtra,,,
TH_2462,Wave Cinemas,Hubli 23,Hubli,Karnataka,,,
TH_2463,Cinepolis,Jabalpur 422,Jabalpur,Madhya Pradesh,,,
TH_2464,INOX,Bangalore 137,Bangalore,Karnataka,,,
TH_2465,PVR Cinemas,Hubli 84,Hubli,Karnataka,,,
TH_2466,Cinepolis,Rajkot 291,Rajkot,Gujarat,,,
TH_2467,PVR Cinemas,Ahmedabad 392,Ahmedabad,Gujarat,,,
TH_2468,PVR Cinemas,Kolkata 435,Kolkata,West Bengal,,,
TH_2469,Miraj Cinemas,Muzaffarpur 278,Muzaffarpur,Bihar,,,
TH_2470,Cinepolis,Ujjain 32,Ujjain,Madhya Pradesh,,,
TH_2471,Miraj Cinemas,Bhavnagar 151,Bhavnagar,Gujarat,,,
TH_2472,PVR Cinemas,Durgapur 473,Durgapur,West Bengal,,,
TH_2473,INOX,Amritsar 477,Amritsar,Punjab,,,
TH_2474,Wave Cinemas,Bhagalpur 452,Bhagalpur,Bihar,,,
TH_2475,INOX,Mangalore 96,Mangalore,Karnataka,,,
TH_2476,Miraj Cinemas,Surat 191,Surat,Gujarat,,,
TH_2477,Miraj Cinemas,Amritsar 472,Amritsar,Punjab,,,
TH_2478,PVR Cinemas,Surat 139,Surat,Gujarat,,,
TH_2479,PVR Cinemas,Muzaffarpur 24,Muzaffarpur,Bihar,,,
TH_2480,PVR Cinemas,Mysore 244,Mysore,Karnataka,,,
TH_2481,PVR Cinemas,Salem 377,Salem,Tamil Nadu,,,
TH_2482,Miraj Cinemas,Gaya 498,Gaya,Bihar,,,
TH_2483,Wave Cinemas,Ahmedabad 244,Ahmedabad,Gujarat,,,
TH_2484,INOX,Hubli 120,Hubli,Karnataka,,,
TH_2485,Wave Cinemas,Bhavnagar 410,Bhavnagar,Gujarat,,,
TH_2486,Cinepolis,Ujjain 44,Ujjain,Madhya Pradesh,,,
TH_2487,Miraj Cinemas,Patiala 205,Patiala,Punjab,,,
TH_2488,Miraj Cinemas,Udaipur 37,Udaipur,Rajasthan,,,
TH_2489,Wave Cinemas,Bathinda 343,Bathinda,Punjab,,,
TH_2490,Carnival Cinemas,Durgapur 160,Durgapur,West Bengal,,,
TH_2491,PVR Cinemas,Varanasi 367,Varanasi,Uttar Pradesh,,,
TH_2492,Carnival Cinemas,Kota 194,Kota,Rajasthan,,,
TH_2493,Wave Cinemas,Pune 107,Pune,Maharashtra,,,
TH_2494,Miraj Cinemas,Udaipur 471,Udaipur,Rajasthan,,,
TH_2495,INOX,Tiruchirappalli 458,Tiruchirappalli,Tamil Nadu,,,
TH_2496,Cinepolis,Ujjain 298,Ujjain,Madhya Pradesh,,,
TH_2497,INOX,Ajmer 110,Ajmer,Rajasthan,,,
TH_2498,Carnival Cinemas,Pune 269,Pune,Maharashtra,,,
TH_2499,Carnival Cinemas,Tiruchirappalli 89,Tiruchirappalli,Tamil Nadu,,,
TH_2500,Miraj Cinemas,Jodhpur 49,Jodhpur,Rajasthan,,,
TH_2501,PVR Cinemas,Tiruchirappalli 361,Tiruchirappalli,Tamil Nadu,,,
TH_2502,Carnival Cinemas,Ajmer 492,Ajmer,Rajasthan,,,
TH_2503,Cinepolis,Muzaffarpur 106,Muzaffarpur,Bihar,,,
TH_2504,Wave Cinemas,Salem 170,Salem,Tamil Nadu,,,
TH_2505,Cinepolis,Rajkot 212,Rajkot,Gujarat,,,
TH_2506,INOX,Vadodara 51,Vadodara,Gujarat,,,
TH_2507,Cinepolis,Udaipur 153,Udaipur,Rajasthan,,,
TH_2508,Miraj Cinemas,Bhavnagar 322,Bhavnagar,Gujarat,,,
TH_2509,Wave Cinemas,Siliguri 347,Siliguri,West Bengal,,,
TH_2510,Carnival Cinemas,Kota 14,Kota,Rajasthan,,,
TH_2511,Cinepolis,Ujjain 159,Ujjain,Madhya Pradesh,,,
TH_2512,Miraj Cinemas,Kota 454,Kota,Rajasthan,,,
TH_2513,Miraj Cinemas,Muzaffarpur 364,Muzaffarpur,Bihar,,,
TH_2514,Wave Cinemas,Bhavnagar 138,Bhavnagar,Gujarat,,,
TH_2515,PVR Cinemas,Meerut 49,Meerut,Uttar Pradesh,,,
TH_2516,PVR Cinemas,Patiala 464,Patiala,Punjab,,,
TH_2517,PVR Cinemas,Mumbai 294,Mumbai,Maharashtra,,,
TH_2518,Miraj Cinemas,Ludhiana 168,Ludhiana,Punjab,,,
TH_2519,Wave Cinemas,Bathinda 159,Bathinda,Punjab,,,
TH_2520,Miraj Cinemas,Durgapur 359,Durgapur,West Bengal,,,
TH_2521,Miraj Cinemas,Varanasi 213,Varanasi,Uttar Pradesh,,,
TH_2522,Cinepolis,Kanpur 218,Kanpur,Uttar Pradesh,,,
TH_2523,INOX,Ludhiana 44,Ludhiana,Punjab,,,
TH_2524,Carnival Cinemas,Belgaum 53,Belgaum,Karnataka,,,
TH_2525,Miraj Cinemas,Varanasi 149,Varanasi,Uttar Pradesh,,,
TH_2526,Wave Cinemas,Agra 3,Agra,Uttar Pradesh,,,
TH_2527,INOX,Mumbai 131,Mumbai,Maharashtra,,,
TH_2528,Miraj Cinemas,Nagpur 219,Nagpur,Maharashtra,,,
TH_2529,PVR Cinemas,Howrah 212,Howrah,West Bengal,,,
TH_2530,Carnival Cinemas,Madurai 474,Madurai,Tamil Nadu,,,
TH_2531,Carnival Cinemas,Nagpur 80,Nagpur,Maharashtra,,,
TH_2532,PVR Cinemas,Agra 407,Agra,Uttar Pradesh,,,
TH_2533,Carnival Cinemas,Ujjain 134,Ujjain,Madhya Pradesh,,,
TH_2534,Cinepolis,Vadodara 353,Vadodara,Gujarat,,,
TH_2535,INOX,Purnia 133,Purnia,Bihar,,,
TH_2536,INOX,Bhopal 156,Bhopal,Madhya Pradesh,,,
TH_2537,Wave Cinemas,Amritsar 31,Amritsar,Punjab,,,
TH_2538,Cinepolis,Nagpur 428,Nagpur,Maharashtra,,,
TH_2539,Wave Cinemas,Muzaffarpur 336,Muzaffarpur,Bihar,,,
TH_2540,Cinepolis,Thane 166,Thane,Maharashtra,,,
TH_2541,INOX,Varanasi 109,Varanasi,Uttar Pradesh,,,
TH_2542,PVR Cinemas,Pune 239,Pune,Maharashtra,,,
TH_2543,Carnival Cinemas,Kolkata 268,Kolkata,West Bengal,,,
TH_2544,Cinepolis,Ujjain 45,Ujjain,Madhya Pradesh,,,
TH_2545,INOX,Surat 459,Surat,Gujarat,,,
TH_2546,Wave Cinemas,Gwalior 476,Gwalior,Madhya Pradesh,,,
TH_2547,Carnival Cinemas,Belgaum 94,Belgaum,Karnataka,,,
TH_2548,Wave Cinemas,Mangalore 232,Mangalore,Karnataka,,,
TH_2549,Miraj Cinemas,Mangalore 72,Mangalore,Karnataka,,,
TH_2550,Cinepolis,Ujjain 123,Ujjain,Madhya Pradesh,,,
TH_2551,INOX,Coimbatore 238,Coimbatore,Tamil Nadu,,,
TH_2552,INOX,Indore 6,Indore,Madhya Pradesh,,,
TH_2553,INOX,Thane 274,Thane,Maharashtra,,,
TH_2554,Cinepolis,Tiruchirappalli 359,Tiruchirappalli,Tamil Nadu,,,
TH_2555,PVR Cinemas,Bhopal 296,Bhopal,Madhya Pradesh,,,
TH_2556,Miraj Cinemas,Kanpur 42,Kanpur,Uttar Pradesh,,,
TH_2557,PVR Cinemas,Amritsar 300,Amritsar,Punjab,,,
TH_2558,Carnival Cinemas,Gwalior 240,Gwalior,Madhya Pradesh,,,
TH_2559,Carnival Cinemas,Siliguri 488,Siliguri,West Bengal,,,
TH_2560,INOX,Mangalore 279,Mangalore,Karnataka,,,
TH_2561,Wave Cinemas,Kolkata 191,Kolkata,West Bengal,,,
TH_2562,Wave Cinemas,Pune 56,Pune,Maharashtra,,,
TH_2563,Miraj Cinemas,Bangalore 112,Bangalore,Karnataka,,,
TH_2564,Miraj Cinemas,Asansol 137,Asansol,West Bengal,,,
TH_2565,Carnival Cinemas,Gaya 350,Gaya,Bihar,,,
TH_2566,Carnival Cinemas,Ahmedabad 61,Ahmedabad,Gujarat,,,
TH_2567,Miraj Cinemas,Kanpur 184,Kanpur,Uttar Pradesh,,,
TH_2568,INOX,Madurai 163,Madurai,Tamil Nadu,,,
TH_2569,PVR Cinemas,Jodhpur 280,Jodhpur,Rajasthan,,,
TH_2570,Wave Cinemas,Ujjain 33,Ujjain,Madhya Pradesh,,,
TH_2571,Cinepolis,Durgapur 494,Durgapur,West Bengal,,,
TH_2572,PVR Cinemas,Gaya 1,Gaya,Bihar,,,
TH_2573,Carnival Cinemas,Bhagalpur 324,Bhagalpur,Bihar,,,
TH_2574,Miraj Cinemas,Jalandhar 21,Jalandhar,Punjab,,,
TH_2575,Cinepolis,Mangalore 81,Mangalore,Karnataka,,,
TH_2576,Wave Cinemas,Asansol 498,Asansol,West Bengal,,,
TH_2577,PVR Cinemas,Vadodara 15,Vadodara,Gujarat,,,
TH_2578,Miraj Cinemas,Belgaum 10,Belgaum,Karnataka,,,
TH_2579,PVR Cinemas,Mangalore 89,Mangalore,Karnataka,,,
TH_2580,INOX,Howrah 340,Howrah,West Bengal,,,
TH_2581,INOX,Kanpur 382,Kanpur,Uttar Pradesh,,,
TH_2582,PVR Cinemas,Ludhiana 304,Ludhiana,Punjab,,,
TH_2583,Cinepolis,Jalandhar 456,Jalandhar,Punjab,,,
TH_2584,Cinepolis,Jalandhar 482,Jalandhar,Punjab,,,
TH_2585,INOX,Bathinda 422,Bathinda,Punjab,,,
TH_2586,Cinepolis,Bathinda 43,Bathinda,Punjab,,,
TH_2587,Wave Cinemas,Kanpur 98,Kanpur,Uttar Pradesh,,,
TH_2588,INOX,Mysore 410,Mysore,Karnataka,,,
TH_2589,Miraj Cinemas,Lucknow 150,Lucknow,Uttar Pradesh,,,
TH_2590,INOX,Jaipur 270,Jaipur,Rajasthan,,,
TH_2591,Miraj Cinemas,Mumbai 25,Mumbai,Maharashtra,,,
TH_2592,Cinepolis,Kota 160,Kota,Rajasthan,,,
TH_2593,Carnival Cinemas,Chennai 319,Chennai,Tamil Nadu,,,
TH_2594,PVR Cinemas,Chennai 153,Chennai,Tamil Nadu,,,
TH_2595,Carnival Cinemas,Madurai 187,Madurai,Tamil Nadu,,,
TH_2596,Carnival Cinemas,Varanasi 238,Varanasi,Uttar Pradesh,,,
TH_2597,INOX,Gwalior 52,Gwalior,Madhya Pradesh,,,
TH_2598,Wave Cinemas,Jaipur 190,Jaipur,Rajasthan,,,
TH_2599,Wave Cinemas,Vadodara 42,Vadodara,Gujarat,,,
TH_2600,INOX,Mysore 214,Mysore,Karnataka,,,
TH_2601,Wave Cinemas,Vadodara 82,Vadodara,Gujarat,,,
TH_2602,Miraj Cinemas,Salem 473,Salem,Tamil Nadu,,,
TH_2603,INOX,Coimbatore 477,Coimbatore,Tamil Nadu,,,
TH_2604,Carnival Cinemas,Belgaum 476,Belgaum,Karnataka,,,
TH_2605,Miraj Cinemas,Udaipur 438,Udaipur,Rajasthan,,,
TH_2606,Carnival Cinemas,Jabalpur 322,Jabalpur,Madhya Pradesh,,,
TH_2607,Wave Cinemas,Jalandhar 465,Jalandhar,Punjab,,,
TH_2608,Wave Cinemas,Varanasi 486,Varanasi,Uttar Pradesh,,,
TH_2609,Miraj Cinemas,Gaya 357,Gaya,Bihar,,,
TH_2610,PVR Cinemas,Lucknow 1,Lucknow,Uttar Pradesh,,,
TH_2611,INOX,Ujjain 406,Ujjain,Madhya Pradesh,,,
TH_2612,Wave Cinemas,Mysore 206,Mysore,Karnataka,,,
TH_2613,Carnival Cinemas,Patna 214,Patna,Bihar,,,
TH_2614,Cinepolis,Indore 55,Indore,Madhya Pradesh,,,
TH_2615,Cinepolis,Meerut 418,Meerut,Uttar Pradesh,,,
TH_2616,Miraj Cinemas,Bhavnagar 315,Bhavnagar,Gujarat,,,
TH_2617,Miraj Cinemas,Patna 45,Patna,Bihar,,,
TH_2618,Wave Cinemas,Varanasi 257,Varanasi,Uttar Pradesh,,,
TH_2619,Miraj Cinemas,Tiruchirappalli 425,Tiruchirappalli,Tamil Nadu,,,
TH_2620,Carnival Cinemas,Thane 158,Thane,Maharashtra,,,
TH_2621,Miraj Cinemas,Madurai 438,Madurai,Tamil Nadu,,,
TH_2622,Miraj Cinemas,Kolkata 82,Kolkata,West Bengal,,,
TH_2623,INOX,Gaya 286,Gaya,Bihar,,,
TH_2624,Miraj Cinemas,Madurai 48,Madurai,Tamil Nadu,,,
TH_2625,Cinepolis,Ajmer 398,Ajmer,Rajasthan,,,
TH_2626,INOX,Surat 490,Surat,Gujarat,,,
TH_2627,Carnival Cinemas,Jabalpur 362,Jabalpur,Madhya Pradesh,,,
TH_2628,PVR Cinemas,Coimbatore 412,Coimbatore,Tamil Nadu,,,
TH_2629,PVR Cinemas,Ujjain 209,Ujjain,Madhya Pradesh,,,
TH_2630,Miraj Cinemas,Jalandhar 251,Jalandhar,Punjab,,,
TH_2631,Miraj Cinemas,Gwalior 359,Gwalior,Madhya Pradesh,,,
TH_2632,Cinepolis,Madurai 463,Madurai,Tamil Nadu,,,
TH_2633,Cinepolis,Tiruchirappalli 412,Tiruchirappalli,Tamil Nadu,,,
TH_2634,Carnival Cinemas,Ludhiana 91,Ludhiana,Punjab,,,
TH_2635,PVR Cinemas,Muzaffarpur 382,Muzaffarpur,Bihar,,,
TH_2636,Cinepolis,Chennai 62,Chennai,Tamil Nadu,,,
TH_2637,INOX,Patna 251,Patna,Bihar,,,
TH_2638,Miraj Cinemas,Vadodara 237,Vadodara,Gujarat,,,
TH_2639,Wave Cinemas,Meerut 267,Meerut,Uttar Pradesh,,,
TH_2640,Miraj Cinemas,Madurai 244,Madurai,Tamil Nadu,,,
TH_2641,Carnival Cinemas,Varanasi 35,Varanasi,Uttar Pradesh,,,
TH_2642,Wave Cinemas,Bhopal 325,Bhopal,Madhya Pradesh,,,
TH_2643,Carnival Cinemas,Agra 153,Agra,Uttar Pradesh,,,
TH_2644,PVR Cinemas,Thane 197,Thane,Maharashtra,,,
TH_2645,Miraj Cinemas,Kanpur 187,Kanpur,Uttar Pradesh,,,
TH_2646,Miraj Cinemas,Durgapur 117,Durgapur,West Bengal,,,
TH_2647,Carnival Cinemas,Thane 473,Thane,Maharashtra,,,
TH_2648,Wave Cinemas,Patna 371,Patna,Bihar,,,
TH_2649,Carnival Cinemas,Surat 66,Surat,Gujarat,,,
TH_2650,INOX,Chennai 375,Chennai,Tamil Nadu,,,
TH_2651,Miraj Cinemas,Patiala 236,Patiala,Punjab,,,
TH_2652,Carnival Cinemas,Lucknow 356,Lucknow,Uttar Pradesh,,,
TH_2653,Carnival Cinemas,Howrah 99,Howrah,West Bengal,,,
TH_2654,INOX,Hubli 403,Hubli,Karnataka,,,
TH_2655,Carnival Cinemas,Patna 53,Patna,Bihar,,,
TH_2656,Carnival Cinemas,Thane 229,Thane,Maharashtra,,,
TH_2657,INOX,Ahmedabad 275,Ahmedabad,Gujarat,,,
TH_2658,INOX,Kolkata 477,Kolkata,West Bengal,,,
TH_2659,Miraj Cinemas,Bangalore 474,Bangalore,Karnataka,,,
TH_2660,Wave Cinemas,Jaipur 174,Jaipur,Rajasthan,,,
TH_2661,Carnival Cinemas,Gwalior 214,Gwalior,Madhya Pradesh,,,
TH_2662,INOX,Jalandhar 242,Jalandhar,Punjab,,,
TH_2663,PVR Cinemas,Varanasi 32,Varanasi,Uttar Pradesh,,,
TH_2664,Carnival Cinemas,Nashik 21,Nashik,Maharashtra,,,
TH_2665,Cinepolis,Ludhiana 349,Ludhiana,Punjab,,,
TH_2666,PVR Cinemas,Bathinda 314,Bathinda,Punjab,,,
TH_2667,PVR Cinemas,Bangalore 434,Bangalore,Karnataka,,,
TH_2668,Wave Cinemas,Jalandhar 338,Jalandhar,Punjab,,,
TH_2669,PVR Cinemas,Coimbatore 9,Coimbatore,Tamil Nadu,,,
TH_2670,PVR Cinemas,Nagpur 213,Nagpur,Maharashtra,,,
TH_2671,Wave Cinemas,Agra 486,Agra,Uttar Pradesh,,,
TH_2672,Carnival Cinemas,Vadodara 192,Vadodara,Gujarat,,,
TH_2673,Carnival Cinemas,Udaipur 144,Udaipur,Rajasthan,,,
TH_2674,Miraj Cinemas,Hubli 193,Hubli,Karnataka,,,
TH_2675,Wave Cinemas,Madurai 267,Madurai,Tamil Nadu,,,
TH_2676,Cinepolis,Madurai 21,Madurai,Tamil Nadu,,,
TH_2677,Wave Cinemas,Howrah 26,Howrah,West Bengal,,,
TH_2678,Miraj Cinemas,Nashik 408,Nashik,Maharashtra,,,
TH_2679,Wave Cinemas,Jaipur 441,Jaipur,Rajasthan,,,
TH_2680,Wave Cinemas,Pune 230,Pune,Maharashtra,,,
TH_2681,Carnival Cinemas,Mumbai 486,Mumbai,Maharashtra,,,
TH_2682,INOX,Ahmedabad 187,Ahmedabad,Gujarat,,,
TH_2683,INOX,Gaya 364,Gaya,Bihar,,,
TH_2684,Wave Cinemas,Lucknow 17,Lucknow,Uttar Pradesh,,,
TH_2685,INOX,Gwalior 3,Gwalior,Madhya Pradesh,,,
TH_2686,Carnival Cinemas,Jabalpur 493,Jabalpur,Madhya Pradesh,,,
TH_2687,PVR Cinemas,Lucknow 251,Lucknow,Uttar Pradesh,,,
TH_2688,INOX,Muzaffarpur 298,Muzaffarpur,Bihar,,,
TH_2689,INOX,Bangalore 210,Bangalore,Karnataka,,,
TH_2690,Carnival Cinemas,Belgaum 477,Belgaum,Karnataka,,,
TH_2691,INOX,Rajkot 279,Rajkot,Gujarat,,,
TH_2692,Cinepolis,Meerut 406,Meerut,Uttar Pradesh,,,
TH_2693,Wave Cinemas,Patiala 330,Patiala,Punjab,,,
TH_2694,INOX,Varanasi 272,Varanasi,Uttar Pradesh,,,
TH_2695,Miraj Cinemas,Mysore 382,Mysore,Karnataka,,,
TH_2696,Miraj Cinemas,Thane 370,Thane,Maharashtra,,,
TH_2697,Wave Cinemas,Agra 63,Agra,Uttar Pradesh,,,
TH_2698,Miraj Cinemas,Bhavnagar 246,Bhavnagar,Gujarat,,,
TH_2699,Miraj Cinemas,Patiala 313,Patiala,Punjab,,,
TH_2700,Wave Cinemas,Jalandhar 114,Jalandhar,Punjab,,,
TH_2701,INOX,Coimbatore 85,Coimbatore,Tamil Nadu,,,
TH_2702,Cinepolis,Coimbatore 380,Coimbatore,Tamil Nadu,,,
TH_2703,Carnival Cinemas,Vadodara 368,Vadodara,Gujarat,,,
TH_2704,PVR Cinemas,Thane 311,Thane,Maharashtra,,,
TH_2705,Miraj Cinemas,Ahmedabad 90,Ahmedabad,Gujarat,,,
TH_2706,Carnival Cinemas,Vadodara 324,Vadodara,Gujarat,,,
TH_2707,Cinepolis,Muzaffarpur 21,Muzaffarpur,Bihar,,,
TH_2708,Carnival Cinemas,Nashik 28,Nashik,Maharashtra,,,
TH_2709,Wave Cinemas,Chennai 79,Chennai,Tamil Nadu,,,
TH_2710,Carnival Cinemas,Howrah 332,Howrah,West Bengal,,,
TH_2711,Carnival Cinemas,Muzaffarpur 188,Muzaffarpur,Bihar,,,
TH_2712,Wave Cinemas,Kota 197,Kota,Rajasthan,,,
TH_2713,Cinepolis,Ahmedabad 442,Ahmedabad,Gujarat,,,
TH_2714,PVR Cinemas,Nashik 49,Nashik,Maharashtra,,,
TH_2715,INOX,Nagpur 328,Nagpur,Maharashtra,,,
TH_2716,Carnival Cinemas,Tiruchirappalli 387,Tiruchirappalli,Tamil Nadu,,,
TH_2717,Cinepolis,Belgaum 151,Belgaum,Karnataka,,,
TH_2718,Cinepolis,Kanpur 64,Kanpur,Uttar Pradesh,,,
TH_2719,PVR Cinemas,Jodhpur 303,Jodhpur,Rajasthan,,,
TH_2720,Miraj Cinemas,Madurai 460,Madurai,Tamil Nadu,,,
TH_2721,Cinepolis,Coimbatore 467,Coimbatore,Tamil Nadu,,,
TH_2722,INOX,Nagpur 72,Nagpur,Maharashtra,,,
TH_2723,Miraj Cinemas,Ajmer 38,Ajmer,Rajasthan,,,
TH_2724,Wave Cinemas,Asansol 493,Asansol,West Bengal,,,
TH_2725,Miraj Cinemas,Kanpur 339,Kanpur,Uttar Pradesh,,,
TH_2726,Cinepolis,Varanasi 316,Varanasi,Uttar Pradesh,,,
TH_2727,Carnival Cinemas,Kanpur 4,Kanpur,Uttar Pradesh,,,
TH_2728,PVR Cinemas,Chennai 454,Chennai,Tamil Nadu,,,
TH_2729,Cinepolis,Meerut 15,Meerut,Uttar Pradesh,,,
TH_2730,Cinepolis,Kolkata 328,Kolkata,West Bengal,,,
TH_2731,Wave Cinemas,Bhopal 303,Bhopal,Madhya Pradesh,,,
TH_2732,Wave Cinemas,Agra 102,Agra,Uttar Pradesh,,,
TH_2733,Wave Cinemas,Kolkata 198,Kolkata,West Bengal,,,
TH_2734,Wave Cinemas,Durgapur 51,Durgapur,West Bengal,,,
TH_2735,Carnival Cinemas,Gaya 312,Gaya,Bihar,,,
TH_2736,Cinepolis,Varanasi 334,Varanasi,Uttar Pradesh,,,
TH_2737,PVR Cinemas,Bhavnagar 486,Bhavnagar,Gujarat,,,
TH_2738,Cinepolis,Nashik 35,Nashik,Maharashtra,,,
TH_2739,Cinepolis,Amritsar 266,Amritsar,Punjab,,,
TH_2740,Miraj Cinemas,Howrah 273,Howrah,West Bengal,,,
TH_2741,Carnival Cinemas,Tiruchirappalli 121,Tiruchirappalli,Tamil Nadu,,,
TH_2742,Miraj Cinemas,Gwalior 346,Gwalior,Madhya Pradesh,,,
TH_2743,PVR Cinemas,Vadodara 426,Vadodara,Gujarat,,,
TH_2744,INOX,Ahmedabad 379,Ahmedabad,Gujarat,,,
TH_2745,PVR Cinemas,Hubli 268,Hubli,Karnataka,,,
TH_2746,PVR Cinemas,Coimbatore 224,Coimbatore,Tamil Nadu,,,
TH_2747,INOX,Thane 98,Thane,Maharashtra,,,
TH_2748,INOX,Jaipur 92,Jaipur,Rajasthan,,,
TH_2749,Carnival Cinemas,Jabalpur 423,Jabalpur,Madhya Pradesh,,,
TH_2750,Miraj Cinemas,Patiala 38,Patiala,Punjab,,,
TH_2751,Wave Cinemas,Thane 85,Thane,Maharashtra,,,
TH_2752,Cinepolis,Ludhiana 7,Ludhiana,Punjab,,,
TH_2753,Cinepolis,Lucknow 112,Lucknow,Uttar Pradesh,,,
TH_2754,INOX,Hubli 252,Hubli,Karnataka,,,
TH_2755,Cinepolis,Siliguri 216,Siliguri,West Bengal,,,
TH_2756,PVR Cinemas,Lucknow 150,Lucknow,Uttar Pradesh,,,
TH_2757,INOX,Udaipur 323,Udaipur,Rajasthan,,,
TH_2758,PVR Cinemas,Durgapur 387,Durgapur,West Bengal,,,
TH_2759,Cinepolis,Jaipur 116,Jaipur,Rajasthan,,,
TH_2760,Miraj Cinemas,Udaipur 147,Udaipur,Rajasthan,,,
TH_2761,Wave Cinemas,Indore 174,Indore,Madhya Pradesh,,,
TH_2762,Miraj Cinemas,Durgapur 78,Durgapur,West Bengal,,,
TH_2763,Cinepolis,Nashik 15,Nashik,Maharashtra,,,
TH_2764,PVR Cinemas,Varanasi 173,Varanasi,Uttar Pradesh,,,
TH_2765,Miraj Cinemas,Amritsar 498,Amritsar,Punjab,,,
TH_2766,PVR Cinemas,Bhavnagar 48,Bhavnagar,Gujarat,,,
TH_2767,INOX,Belgaum 447,Belgaum,Karnataka,,,
TH_2768,Wave Cinemas,Amritsar 199,Amritsar,Punjab,,,
TH_2769,Cinepolis,Ahmedabad 67,Ahmedabad,Gujarat,,,
TH_2770,Cinepolis,Purnia 478,Purnia,Bihar,,,
TH_2771,Wave Cinemas,Mumbai 438,Mumbai,Maharashtra,,,
TH_2772,Cinepolis,Bhavnagar 457,Bhavnagar,Gujarat,,,
TH_2773,PVR Cinemas,Jaipur 24,Jaipur,Rajasthan,,,
TH_2774,Cinepolis,Ludhiana 33,Ludhiana,Punjab,,,
TH_2775,INOX,Madurai 20,Madurai,Tamil Nadu,,,
TH_2776,Miraj Cinemas,Amritsar 439,Amritsar,Punjab,,,
TH_2777,INOX,Chennai 446,Chennai,Tamil Nadu,,,
TH_2778,INOX,Mysore 477,Mysore,Karnataka,,,
TH_2779,INOX,Howrah 43,Howrah,West Bengal,,,
TH_2780,Cinepolis,Durgapur 327,Durgapur,West Bengal,,,
TH_2781,Miraj Cinemas,Jalandhar 36,Jalandhar,Punjab,,,
TH_2782,Cinepolis,Gwalior 348,Gwalior,Madhya Pradesh,,,
TH_2783,PVR Cinemas,Agra 313,Agra,Uttar Pradesh,,,
TH_2784,INOX,Gwalior 419,Gwalior,Madhya Pradesh,,,
TH_2785,PVR Cinemas,Gaya 208,Gaya,Bihar,,,
TH_2786,INOX,Tiruchirappalli 21,Tiruchirappalli,Tamil Nadu,,,
TH_2787,Wave Cinemas,Bhopal 28,Bhopal,Madhya Pradesh,,,
TH_2788,Cinepolis,Agra 37,Agra,Uttar Pradesh,,,
TH_2789,PVR Cinemas,Meerut 361,Meerut,Uttar Pradesh,,,
TH_2790,Wave Cinemas,Coimbatore 430,Coimbatore,Tamil Nadu,,,
TH_2791,Carnival Cinemas,Kolkata 9,Kolkata,West Bengal,,,
TH_2792,PVR Cinemas,Bhagalpur 163,Bhagalpur,Bihar,,,
TH_2793,INOX,Jaipur 85,Jaipur,Rajasthan,,,
TH_2794,INOX,Tiruchirappalli 268,Tiruchirappalli,Tamil Nadu,,,
TH_2795,INOX,Jodhpur 86,Jodhpur,Rajasthan,,,
TH_2796,Cinepolis,Hubli 492,Hubli,Karnataka,,,
TH_2797,Miraj Cinemas,Jaipur 85,Jaipur,Rajasthan,,,
TH_2798,PVR Cinemas,Bathinda 422,Bathinda,Punjab,,,
TH_2799,PVR Cinemas,Indore 440,Indore,Madhya Pradesh,,,
